sale_id,product_id,customer_id,sale_date,quantity,unit_price,discount_pct,discount_amount,total_amount
97,225,34,2023-06-07,39,3.16,5,6.16,117.08
98,42,47,2024-10-01,45,1.52,20,13.68,54.72
99,208,43,2023-02-14,47,2.29,5,5.38,102.25
100,106,94,2023-09-01,44,5.29,15,34.91,197.85
101,114,73,2024-04-04,49,4.72,15,34.69,196.59
102,60,137,2024-04-25,16,2.0,0,0.0,32.0
103,232,50,2024-08-07,24,7.06,15,25.42,144.02
104,113,119,2024-01-27,50,5.59,0,0.0,279.5
105,129,136,2023-07-24,27,4.13,0,0.0,111.51
106,206,36,2024-10-18,17,2.02,0,0.0,34.34
107,124,96,2024-12-29,36,4.37,0,0.0,157.32
108,217,133,2023-03-27,8,2.86,0,0.0,22.88
109,196,42,2024-06-09,18,6.74,5,6.07,115.25
110,38,112,2024-04-06,6,8.77,0,0.0,52.62
111,227,90,2023-02-24,2,5.04,5,0.5,9.58
112,102,129,2024-01-31,24,8.48,0,0.0,203.52
113,21,96,2023-11-23,15,6.52,0,0.0,97.8
114,239,26,2023-12-10,46,6.72,15,46.37,262.75
115,203,38,2023-10-21,9,2.26,0,0.0,20.34
116,235,121,2023-05-23,45,8.84,20,79.56,318.24
117,195,121,2023-01-06,29,5.72,10,16.59,149.29
118,232,21,2023-08-09,2,7.06,0,0.0,14.12
119,214,39,2024-09-15,36,3.59,15,19.39,109.85
120,136,109,2023-10-23,8,4.39,20,7.02,28.1
121,61,78,2023-09-02,8,2.03,0,0.0,16.24
122,108,118,2024-05-26,5,1.83,0,0.0,9.15
123,153,138,2024-06-11,2,1.68,15,0.5,2.86
124,148,62,2023-10-26,46,4.98,0,0.0,229.08
125,110,1,2023-09-04,40,7.05,0,0.0,282.0
126,147,107,2024-11-15,12,3.65,15,6.57,37.23
127,22,135,2024-06-22,24,6.06,0,0.0,145.44
128,140,130,2023-01-21,33,6.17,10,20.36,183.25
129,100,121,2024-02-01,3,6.08,15,2.74,15.5
130,96,65,2024-01-01,48,2.05,0,0.0,98.4
131,202,18,2024-11-03,23,5.93,0,0.0,136.39
132,161,27,2023-12-07,50,4.92,10,24.6,221.4
133,35,12,2023-12-13,23,2.64,10,6.07,54.65
134,209,45,2024-04-20,50,6.8,15,51.0,289.0
135,179,123,2023-05-19,41,5.16,0,0.0,211.56
136,17,118,2023-07-26,3,1.84,0,0.0,5.52
137,12,52,2023-11-14,3,7.85,0,0.0,23.55
138,132,102,2023-09-17,35,2.84,5,4.97,94.43
139,10,49,2023-02-18,19,2.66,0,0.0,50.54
140,222,85,2024-01-12,18,5.16,0,0.0,92.88
141,112,103,2024-01-31,48,8.58,5,20.59,391.25
142,87,48,2024-05-24,32,6.56,15,31.49,178.43
143,95,133,2023-03-26,18,4.93,20,17.75,70.99
144,187,109,2024-09-08,6,4.91,5,1.47,27.99
145,211,47,2023-11-25,35,6.11,0,0.0,213.85
146,27,21,2023-10-30,21,3.51,15,11.06,62.65
147,79,115,2024-03-12,39,8.44,15,49.37,279.79
148,43,114,2023-02-13,23,8.78,5,10.1,191.84
149,187,91,2023-10-09,40,4.91,5,9.82,186.58
150,164,15,2024-10-14,5,8.22,15,6.17,34.93
151,104,94,2024-11-26,33,3.54,20,23.36,93.46
152,41,8,2024-09-14,10,3.7,20,7.4,29.6
153,174,113,2023-03-10,3,3.05,0,0.0,9.15
154,61,94,2024-08-03,24,2.03,5,2.44,46.28
155,9,40,2024-01-15,44,6.73,5,14.81,281.31
156,96,114,2024-08-10,49,2.05,0,0.0,100.45
157,36,136,2023-11-18,24,5.97,5,7.16,136.12
158,167,72,2023-01-27,16,6.19,0,0.0,99.04
159,189,48,2024-02-01,32,7.75,10,24.8,223.2
160,234,144,2023-09-24,8,3.57,0,0.0,28.56
161,181,115,2023-10-20,14,6.51,10,9.11,82.03
162,178,126,2023-05-19,13,7.14,0,0.0,92.82
163,219,19,2024-12-31,29,8.09,0,0.0,234.61
164,114,23,2023-11-24,44,4.72,20,41.54,166.14
165,171,89,2024-07-17,46,6.7,0,0.0,308.2
166,139,75,2023-06-11,20,4.23,20,16.92,67.68
167,183,45,2023-08-18,24,8.29,10,19.9,179.06
168,32,52,2024-05-20,9,7.1,0,0.0,63.9
169,7,93,2024-01-13,36,3.15,10,11.34,102.06
170,120,142,2023-03-30,9,8.81,10,7.93,71.36
171,17,80,2024-05-05,26,1.84,15,7.18,40.66
172,135,106,2024-08-11,50,6.04,5,15.1,286.9
173,19,33,2023-03-17,21,4.35,15,13.7,77.65
174,116,120,2023-12-19,44,3.07,10,13.51,121.57
175,33,142,2023-07-06,41,4.21,10,17.26,155.35
176,197,34,2023-02-26,28,6.04,10,16.91,152.21
177,213,32,2023-11-08,34,3.91,0,0.0,132.94
178,43,42,2023-08-19,21,8.78,15,27.66,156.72
179,89,133,2023-03-22,19,5.84,20,22.19,88.77
180,65,51,2023-10-09,41,2.93,10,12.01,108.12
181,33,78,2023-04-06,40,4.21,10,16.84,151.56
182,129,44,2023-06-07,38,4.13,10,15.69,141.25
183,44,87,2023-01-30,37,8.02,0,0.0,296.74
184,21,12,2024-08-13,42,6.52,20,54.77,219.07
185,68,54,2024-03-02,50,1.95,10,9.75,87.75
186,159,8,2024-07-12,32,3.14,15,15.07,85.41
187,75,78,2024-12-02,31,8.76,0,0.0,271.56
188,104,77,2024-12-06,30,3.54,0,0.0,106.2
189,16,41,2024-05-10,29,5.82,5,8.44,160.34
190,119,53,2023-05-28,22,8.43,10,18.55,166.91
191,81,82,2023-12-20,47,2.66,20,25.0,100.02
192,103,34,2024-06-11,49,3.48,0,0.0,170.52
193,144,28,2024-04-22,21,2.94,0,0.0,61.74
194,32,69,2023-05-25,29,7.1,0,0.0,205.9
195,25,13,2024-09-22,19,6.63,5,6.3,119.67
196,108,64,2023-12-02,11,1.83,20,4.03,16.1
197,240,148,2023-07-14,47,2.27,0,0.0,106.69
198,196,41,2024-04-23,32,6.74,10,21.57,194.11
199,128,79,2023-04-03,32,3.96,0,0.0,126.72
200,242,101,2023-09-04,33,2.88,5,4.75,90.29
201,56,150,2023-02-21,23,2.41,0,0.0,55.43
202,73,127,2024-10-31,39,7.55,20,58.89,235.56
203,173,121,2023-01-09,19,5.56,10,10.56,95.08
204,217,28,2023-09-28,28,2.86,0,0.0,80.08
205,187,94,2024-01-10,49,4.91,5,12.03,228.56
206,12,103,2024-07-29,4,7.85,10,3.14,28.26
207,50,93,2023-03-17,36,8.83,0,0.0,317.88
208,99,130,2024-07-17,29,2.68,20,15.54,62.18
209,72,31,2024-02-08,9,4.97,0,0.0,44.73
210,96,87,2023-05-28,36,2.05,0,0.0,73.8
211,51,131,2023-02-11,26,2.46,10,6.4,57.56
212,12,10,2023-12-08,9,7.85,15,10.6,60.05
213,206,122,2023-06-02,34,2.02,5,3.43,65.25
214,156,132,2024-09-19,9,6.88,0,0.0,61.92
215,82,42,2023-11-03,26,8.76,10,22.78,204.98
216,152,87,2024-06-05,33,3.18,20,20.99,83.95
217,137,126,2023-11-03,46,3.41,10,15.69,141.17
218,122,5,2024-11-20,24,7.36,0,0.0,176.64
219,29,107,2024-12-05,38,8.13,0,0.0,308.94
220,162,7,2023-09-29,39,8.62,5,16.81,319.37
221,168,149,2023-02-22,37,2.08,0,0.0,76.96
222,150,123,2024-10-06,11,6.43,10,7.07,63.66
223,185,98,2024-11-28,10,7.99,20,15.98,63.92
224,63,9,2023-04-23,37,6.92,15,38.41,217.63
225,49,5,2024-03-04,29,2.14,0,0.0,62.06
226,39,106,2024-02-25,45,6.61,0,0.0,297.45
227,129,121,2023-03-05,48,4.13,15,29.74,168.5
228,181,36,2024-07-28,34,6.51,0,0.0,221.34
229,84,123,2023-11-18,34,5.88,5,10.0,189.92
230,45,118,2024-07-13,35,2.64,0,0.0,92.4
231,91,68,2023-07-16,40,8.5,5,17.0,323.0
232,64,72,2023-08-19,36,3.32,0,0.0,119.52
233,242,77,2024-12-22,50,2.88,0,0.0,144.0
234,54,126,2023-12-24,21,6.84,5,7.18,136.46
235,144,71,2024-08-10,19,2.94,0,0.0,55.86
236,174,140,2023-12-20,25,3.05,5,3.81,72.44
237,198,38,2023-10-22,19,7.33,0,0.0,139.27
238,183,21,2024-11-02,23,8.29,5,9.53,181.14
239,66,123,2024-07-05,14,4.15,0,0.0,58.1
240,70,144,2023-05-21,45,2.94,0,0.0,132.3
241,28,62,2024-11-16,16,3.09,0,0.0,49.44
242,232,136,2023-08-27,15,7.06,15,15.88,90.02
243,14,26,2024-04-28,27,5.52,0,0.0,149.04
244,26,36,2023-06-11,1,7.66,10,0.77,6.89
245,105,122,2023-07-24,31,6.87,15,31.95,181.02
246,194,74,2024-10-23,21,3.29,0,0.0,69.09
247,16,23,2023-08-26,42,5.82,10,24.44,220.0
248,137,10,2023-06-30,12,3.41,5,2.05,38.87
249,240,10,2024-05-22,26,2.27,20,11.8,47.22
250,48,75,2023-11-02,3,3.29,0,0.0,9.87
251,146,28,2024-04-10,22,4.54,0,0.0,99.88
252,165,140,2023-05-18,34,4.87,5,8.28,157.3
253,218,130,2023-07-17,30,7.48,0,0.0,224.4
254,208,29,2024-04-14,22,2.29,0,0.0,50.38
255,166,66,2023-01-15,46,7.24,0,0.0,333.04
256,189,87,2024-11-21,19,7.75,10,14.72,132.53
257,194,50,2024-10-16,12,3.29,10,3.95,35.53
258,230,104,2023-12-02,28,3.8,10,10.64,95.76
259,23,103,2023-07-09,43,2.72,0,0.0,116.96
260,36,123,2023-01-07,21,5.97,0,0.0,125.37
261,67,99,2023-10-01,16,7.97,5,6.38,121.14
262,85,78,2024-08-09,38,1.93,15,11.0,62.34
263,3,67,2024-12-10,42,6.57,0,0.0,275.94
264,61,16,2024-04-21,43,2.03,0,0.0,87.29
265,79,41,2024-05-29,26,8.44,15,32.92,186.52
266,237,80,2024-10-16,45,1.61,0,0.0,72.45
267,235,76,2023-08-15,24,8.84,10,21.22,190.94
268,57,35,2024-04-10,31,4.03,0,0.0,124.93
269,192,96,2024-07-16,27,7.15,15,28.96,164.09
270,234,121,2024-11-11,49,3.57,10,17.49,157.44
271,212,56,2024-11-27,49,4.98,0,0.0,244.02
272,194,21,2024-06-24,34,3.29,5,5.59,106.27
273,181,93,2023-04-25,5,6.51,10,3.25,29.3
274,16,141,2024-08-09,33,5.82,0,0.0,192.06
275,138,39,2024-06-16,11,1.51,0,0.0,16.61
276,114,30,2024-08-20,44,4.72,0,0.0,207.68
277,126,24,2023-02-26,33,3.79,5,6.25,118.82
278,117,34,2024-04-12,33,4.15,5,6.85,130.1
279,145,15,2024-11-19,36,6.57,5,11.83,224.69
280,207,79,2024-02-10,47,1.59,0,0.0,74.73
281,66,1,2024-08-15,48,4.15,0,0.0,199.2
282,19,12,2024-12-18,28,4.35,0,0.0,121.8
283,17,139,2024-04-28,4,1.84,0,0.0,7.36
284,9,74,2023-05-19,27,6.73,0,0.0,181.71
285,197,108,2024-04-04,24,6.04,5,7.25,137.71
286,223,97,2024-11-30,25,6.34,0,0.0,158.5
287,170,139,2023-12-23,9,2.54,15,3.43,19.43
288,31,46,2024-06-25,35,7.08,5,12.39,235.41
289,33,58,2023-01-24,1,4.21,20,0.84,3.37
290,77,119,2024-07-11,44,7.98,15,52.67,298.45
291,109,137,2023-08-24,25,6.27,20,31.35,125.4
292,64,118,2023-10-10,23,3.32,0,0.0,76.36
293,49,29,2024-11-07,3,2.14,20,1.28,5.14
294,108,5,2023-03-10,16,1.83,0,0.0,29.28
295,26,9,2024-11-19,29,7.66,10,22.21,199.93
296,181,13,2023-02-15,16,6.51,15,15.62,88.54
297,103,113,2023-08-11,15,3.48,10,5.22,46.98
298,194,15,2023-10-24,9,3.29,10,2.96,26.65
299,60,148,2024-09-04,21,2.0,10,4.2,37.8
300,198,83,2023-05-27,16,7.33,0,0.0,117.28
301,170,134,2023-11-04,15,2.54,5,1.91,36.19
302,71,16,2023-06-29,36,2.55,10,9.18,82.62
303,161,110,2023-02-18,36,4.92,5,8.86,168.26
304,89,98,2024-12-14,34,5.84,0,0.0,198.56
305,107,105,2024-01-21,10,2.19,0,0.0,21.9
306,48,138,2023-08-19,31,3.29,0,0.0,101.99
307,77,37,2024-07-29,30,7.98,0,0.0,239.4
308,106,107,2023-05-18,36,5.29,10,19.04,171.4
309,100,63,2023-12-05,17,6.08,0,0.0,103.36
310,166,21,2024-01-15,29,7.24,20,41.99,167.97
311,24,138,2023-07-15,47,8.91,20,83.75,335.02
312,14,69,2024-09-11,25,5.52,15,20.7,117.3
313,155,11,2024-08-24,5,4.6,0,0.0,23.0
314,186,144,2023-08-02,14,3.45,5,2.42,45.88
315,223,86,2023-08-05,20,6.34,0,0.0,126.8
316,240,49,2024-05-05,48,2.27,0,0.0,108.96
317,235,63,2024-12-21,45,8.84,10,39.78,358.02
318,53,102,2023-11-26,16,8.72,10,13.95,125.57
319,199,73,2024-06-30,25,2.31,5,2.89,54.86
320,167,92,2024-01-04,20,6.19,0,0.0,123.8
321,132,128,2024-04-25,30,2.84,0,0.0,85.2
322,195,82,2023-11-17,14,5.72,0,0.0,80.08
323,106,12,2023-08-15,37,5.29,20,39.15,156.58
324,190,38,2024-07-20,2,7.11,0,0.0,14.22
325,240,150,2024-03-03,38,2.27,15,12.94,73.32
326,76,40,2023-08-24,13,4.54,0,0.0,59.02
327,98,146,2024-07-17,16,8.09,5,6.47,122.97
328,168,87,2024-05-15,17,2.08,20,7.07,28.29
329,186,126,2023-12-27,30,3.45,0,0.0,103.5
330,44,36,2024-05-15,47,8.02,10,37.69,339.25
331,48,139,2024-06-20,42,3.29,0,0.0,138.18
332,9,20,2023-01-07,43,6.73,0,0.0,289.39
333,106,36,2023-03-11,41,5.29,0,0.0,216.89
334,182,39,2024-06-01,1,7.8,0,0.0,7.8
335,117,96,2024-10-15,4,4.15,10,1.66,14.94
336,171,124,2023-01-17,43,6.7,5,14.4,273.7
337,2,137,2023-01-13,36,3.17,5,5.71,108.41
338,5,136,2024-07-02,47,2.2,0,0.0,103.4
339,74,5,2024-12-15,33,1.88,20,12.41,49.63
340,173,111,2023-04-09,12,5.56,0,0.0,66.72
341,135,39,2024-09-26,16,6.04,0,0.0,96.64
342,135,65,2024-02-11,23,6.04,0,0.0,138.92
343,21,96,2024-08-01,26,6.52,5,8.48,161.04
344,63,58,2023-03-24,20,6.92,15,20.76,117.64
345,168,9,2024-01-24,6,2.08,5,0.62,11.86
346,97,142,2024-10-14,31,2.49,0,0.0,77.19
347,3,44,2024-03-20,6,6.57,5,1.97,37.45
348,166,85,2023-04-08,37,7.24,20,53.58,214.3
349,230,136,2023-08-05,3,3.8,0,0.0,11.4
350,231,146,2023-02-17,31,6.9,0,0.0,213.9
351,237,20,2024-07-10,44,1.61,0,0.0,70.84
352,145,9,2023-11-19,12,6.57,20,15.77,63.07
353,5,54,2024-12-30,38,2.2,0,0.0,83.6
354,211,102,2023-06-16,5,6.11,0,0.0,30.55
355,145,62,2024-02-03,37,6.57,20,48.62,194.47
356,174,139,2023-05-24,22,3.05,5,3.35,63.75
357,203,21,2023-12-21,33,2.26,15,11.19,63.39
358,14,26,2023-03-19,28,5.52,0,0.0,154.56
359,88,102,2023-01-31,50,2.4,0,0.0,120.0
360,163,70,2023-08-22,29,7.72,5,11.19,212.69
361,92,142,2023-07-10,25,3.29,5,4.11,78.14
362,175,150,2023-03-29,43,8.28,5,17.8,338.24
363,198,76,2023-03-17,16,7.33,15,17.59,99.69
364,22,69,2024-12-29,10,6.06,5,3.03,57.57
365,201,40,2023-11-21,48,8.55,5,20.52,389.88
366,93,28,2023-11-12,6,6.53,0,0.0,39.18
367,114,93,2023-04-15,49,4.72,0,0.0,231.28
368,34,23,2024-04-04,12,2.18,5,1.31,24.85
369,143,143,2023-04-16,33,6.72,5,11.09,210.67
370,7,23,2023-04-06,23,3.15,10,7.25,65.2
371,153,84,2023-10-26,25,1.68,0,0.0,42.0
372,106,100,2024-07-26,50,5.29,0,0.0,264.5
373,232,63,2023-06-23,37,7.06,10,26.12,235.1
374,176,98,2023-10-03,11,7.92,0,0.0,87.12
375,78,69,2023-03-06,32,4.34,0,0.0,138.88
376,43,112,2023-11-03,18,8.78,5,7.9,150.14
377,124,20,2023-09-10,24,4.37,0,0.0,104.88
378,185,127,2023-07-20,39,7.99,10,31.16,280.45
379,118,28,2023-01-07,9,8.79,0,0.0,79.11
380,243,102,2024-09-27,22,8.55,20,37.62,150.48
381,98,85,2024-03-16,29,8.09,0,0.0,234.61
382,209,35,2024-09-09,20,6.8,0,0.0,136.0
383,243,52,2023-07-01,31,8.55,0,0.0,265.05
384,102,82,2024-12-12,19,8.48,15,24.17,136.95
385,163,126,2023-09-06,37,7.72,20,57.13,228.51
386,84,97,2024-02-07,18,5.88,20,21.17,84.67
387,94,30,2024-08-29,37,3.87,0,0.0,143.19
388,140,47,2024-07-17,44,6.17,20,54.3,217.18
389,7,119,2024-03-24,46,3.15,0,0.0,144.9
390,205,75,2024-02-23,45,4.1,0,0.0,184.5
391,173,128,2023-11-07,9,5.56,15,7.51,42.53
392,62,65,2024-03-09,43,6.51,0,0.0,279.93
393,203,97,2024-09-04,5,2.26,5,0.56,10.74
394,123,150,2024-06-02,26,3.5,10,9.1,81.9
395,237,108,2024-01-04,35,1.61,0,0.0,56.35
396,180,138,2023-03-29,39,5.14,15,30.07,170.39
397,28,64,2023-12-30,43,3.09,15,19.93,112.94
398,43,12,2024-11-24,37,8.78,15,48.73,276.13
399,166,103,2024-03-16,49,7.24,0,0.0,354.76
400,28,3,2023-08-16,7,3.09,0,0.0,21.63
401,131,133,2024-12-05,36,8.53,10,30.71,276.37
402,148,57,2024-02-05,29,4.98,0,0.0,144.42
403,119,129,2023-01-26,10,8.43,0,0.0,84.3
404,124,27,2023-03-29,19,4.37,5,4.15,78.88
405,30,37,2023-12-18,23,2.57,0,0.0,59.11
406,117,53,2023-12-23,34,4.15,5,7.06,134.04
407,122,25,2024-12-14,29,7.36,15,32.02,181.42
408,116,82,2023-02-15,5,3.07,0,0.0,15.35
409,208,30,2023-12-18,2,2.29,20,0.92,3.66
410,166,28,2023-06-18,44,7.24,20,63.71,254.85
411,239,63,2024-07-19,34,6.72,0,0.0,228.48
412,41,85,2024-04-18,36,3.7,5,6.66,126.54
413,60,104,2023-07-10,41,2.0,0,0.0,82.0
414,164,111,2024-09-20,26,8.22,0,0.0,213.72
415,227,51,2024-03-15,29,5.04,10,14.62,131.54
416,100,2,2023-07-30,46,6.08,0,0.0,279.68
417,72,17,2024-07-03,37,4.97,0,0.0,183.89
418,48,94,2024-04-13,21,3.29,0,0.0,69.09
419,30,68,2024-05-16,43,2.57,20,22.1,88.41
420,136,81,2024-09-17,39,4.39,5,8.56,162.65
421,101,30,2024-04-13,23,6.5,0,0.0,149.5
422,159,45,2023-11-01,44,3.14,15,20.72,117.44
423,236,22,2023-11-17,44,3.2,0,0.0,140.8
424,31,62,2023-07-07,20,7.08,0,0.0,141.6
425,96,37,2024-03-04,33,2.05,5,3.38,64.27
426,153,36,2024-03-09,37,1.68,5,3.11,59.05
427,48,125,2024-12-11,41,3.29,10,13.49,121.4
428,236,45,2024-05-16,36,3.2,0,0.0,115.2
429,74,36,2024-04-06,12,1.88,0,0.0,22.56
430,159,14,2024-05-11,23,3.14,0,0.0,72.22
431,35,50,2024-06-01,25,2.64,10,6.6,59.4
432,168,127,2024-05-18,27,2.08,15,8.42,47.74
433,107,114,2023-03-26,32,2.19,0,0.0,70.08
434,145,8,2023-10-27,49,6.57,0,0.0,321.93
435,9,71,2023-10-23,15,6.73,10,10.1,90.85
436,44,118,2024-05-22,37,8.02,15,44.51,252.23
437,141,131,2023-04-27,8,6.89,10,5.51,49.61
438,69,140,2023-02-12,24,7.5,10,18.0,162.0
439,195,113,2024-03-11,35,5.72,0,0.0,200.2
440,27,64,2023-02-03,20,3.51,20,14.04,56.16
441,116,68,2023-03-31,23,3.07,20,14.12,56.49
442,113,31,2023-08-31,50,5.59,20,55.9,223.6
443,54,90,2024-10-09,46,6.84,10,31.46,283.18
444,110,43,2023-07-31,40,7.05,0,0.0,282.0
445,209,53,2023-12-26,4,6.8,10,2.72,24.48
446,137,72,2023-06-22,39,3.41,10,13.3,119.69
447,83,75,2023-10-01,19,7.1,10,13.49,121.41
448,220,132,2023-04-08,44,5.66,20,49.81,199.23
449,35,106,2024-11-02,4,2.64,0,0.0,10.56
450,33,34,2024-12-29,16,4.21,0,0.0,67.36
451,83,64,2024-11-23,49,7.1,20,69.58,278.32
452,101,126,2024-10-09,10,6.5,10,6.5,58.5
453,69,107,2023-03-19,25,7.5,5,9.38,178.12
454,163,24,2023-10-12,26,7.72,10,20.07,180.65
455,178,95,2023-12-02,30,7.14,5,10.71,203.49
456,149,1,2023-04-06,50,5.33,20,53.3,213.2
457,188,118,2024-12-15,41,3.58,15,22.02,124.76
458,92,17,2023-08-12,35,3.29,5,5.76,109.39
459,110,55,2023-11-27,32,7.05,0,0.0,225.6
460,213,73,2024-08-14,22,3.91,10,8.6,77.42
461,34,145,2023-12-18,32,2.18,20,13.95,55.81
462,229,13,2024-10-03,3,4.14,0,0.0,12.42
463,201,118,2023-06-11,2,8.55,0,0.0,17.1
464,113,117,2023-07-27,1,5.59,5,0.28,5.31
465,177,34,2023-06-12,42,5.07,0,0.0,212.94
466,224,71,2024-01-05,6,7.44,15,6.7,37.94
467,65,22,2024-10-26,24,2.93,15,10.55,59.77
468,43,14,2023-11-09,26,8.78,15,34.24,194.04
469,186,60,2023-04-04,28,3.45,15,14.49,82.11
470,181,25,2024-05-03,1,6.51,0,0.0,6.51
471,20,34,2024-06-15,38,2.72,0,0.0,103.36
472,175,114,2024-12-13,1,8.28,0,0.0,8.28
473,88,31,2023-05-16,28,2.4,15,10.08,57.12
474,123,19,2023-04-02,15,3.5,5,2.62,49.88
475,188,27,2024-01-12,7,3.58,0,0.0,25.06
476,226,77,2023-05-17,9,3.79,5,1.71,32.4
477,165,37,2024-07-30,5,4.87,10,2.44,21.91
478,3,43,2023-08-07,29,6.57,0,0.0,190.53
479,161,39,2024-12-04,27,4.92,10,13.28,119.56
